type,code,name,,,code
電子零組件 ,3593,力銘3593,力銘,力銘 3593,3593
電子零組件 ,3605,宏致3605,宏致,宏致 3605,3605
電子零組件 ,3607,谷崧3607,谷崧,谷崧 3607,3607
電子零組件 ,3645,達邁3645,達邁,達邁 3645,3645
電子零組件 ,3653,健策3653,健策,健策 3653,3653
電子零組件 ,3679,新至陞3679,新至陞,新至陞 3679,3679
電子零組件 ,4912,聯德控股-KY4912,聯德控股-KY,聯德控股-KY 4912,4912
電子零組件 ,4927,泰鼎-KY4927,泰鼎-KY,泰鼎-KY 4927,4927
電子零組件 ,4958,臻鼎-KY4958,臻鼎-KY,臻鼎-KY 4958,4958
電子零組件 ,4999,鑫禾4999,鑫禾,鑫禾 4999,4999
電子零組件 ,5469,瀚宇博5469,瀚宇博,瀚宇博 5469,5469
電子零組件 ,6108,競國6108,競國,競國 6108,6108
電子零組件 ,6115,鎰勝6115,鎰勝,鎰勝 6115,6115
電子零組件 ,6133,金橋6133,金橋,金橋 6133,6133
電子零組件 ,6141,柏承6141,柏承,柏承 6141,6141
電子零組件 ,6153,嘉聯益6153,嘉聯益,嘉聯益 6153,6153
電子零組件 ,6155,鈞寶6155,鈞寶,鈞寶 6155,6155
電子零組件 ,6165,捷泰6165,捷泰,捷泰 6165,6165
電子零組件 ,6191,精成科6191,精成科,精成科 6191,6191
電子零組件 ,6197,佳必琪6197,佳必琪,佳必琪 6197,6197
電子零組件 ,6205,詮欣6205,詮欣,詮欣 6205,6205
電子零組件 ,6213,聯茂6213,聯茂,聯茂 6213,6213
電子零組件 ,6224,聚鼎6224,聚鼎,聚鼎 6224,6224
電子零組件 ,6251,定穎6251,定穎,定穎 6251,6251
電子零組件 ,6269,台郡6269,台郡,台郡 6269,6269
電子零組件 ,6282,康舒6282,康舒,康舒 6282,6282
電子零組件 ,6412,群電6412,群電,群電 6412,6412
電子零組件 ,8039,台虹8039,台虹,台虹 8039,8039
電子零組件 ,8046,南電8046,南電,南電 8046,8046
電子零組件 ,8103,瀚荃8103,瀚荃,瀚荃 8103,8103
電子零組件 ,8213,志超8213,志超,志超 8213,8213
電子零組件 ,8249,菱光8249,菱光,菱光 8249,8249
電子通路 ,2347,聯強2347,聯強,聯強 2347,2347
電子通路 ,2414,精技2414,精技,精技 2414,2414
電子通路 ,2430,燦坤2430,燦坤,燦坤 2430,2430
電子通路 ,2459,敦吉2459,敦吉,敦吉 2459,2459
電子通路 ,3010,華立3010,華立,華立 3010,3010
電子通路 ,3028,增你強3028,增你強,增你強 3028,3028
電子通路 ,3033,威健3033,威健,威健 3033,3033
電子通路 ,3036,文曄3036,文曄,文曄 3036,3036
電子通路 ,3048,益登3048,益登,益登 3048,3048
電子通路 ,3055,蔚華科3055,蔚華科,蔚華科 3055,3055
電子通路 ,3209,全科3209,全科,全科 3209,3209
電子通路 ,3312,弘憶股3312,弘憶股,弘憶股 3312,3312
電子通路 ,3315,宣昶3315,宣昶,宣昶 3315,3315
電子通路 ,3528,安馳3528,安馳,安馳 3528,3528
電子通路 ,3702,大聯大3702,大聯大,大聯大 3702,3702
電子通路 ,5434,崇越5434,崇越,崇越 5434,5434
電子通路 ,6145,勁永6145,勁永,勁永 6145,6145
電子通路 ,6189,豐藝6189,豐藝,豐藝 6189,6189
電子通路 ,6281,全國電6281,全國電,全國電 6281,6281
電子通路 ,8070,長華8070,長華,長華 8070,8070
電子通路 ,8112,至上8112,至上,至上 8112,8112
資訊服務 ,2427,三商電2427,三商電,三商電 2427,2427
資訊服務 ,2453,凌群2453,凌群,凌群 2453,2453
資訊服務 ,2468,華經2468,華經,華經 2468,2468
資訊服務 ,2471,資通2471,資通,資通 2471,2471
資訊服務 ,2480,敦陽科2480,敦陽科,敦陽科 2480,2480
資訊服務 ,3029,零壹3029,零壹,零壹 3029,3029
資訊服務 ,3130,一零四3130,一零四,一零四 3130,3130
資訊服務 ,4994,傳奇4994,傳奇,傳奇 4994,4994
資訊服務 ,5203,訊連5203,訊連,訊連 5203,5203
資訊服務 ,6112,聚碩6112,聚碩,聚碩 6112,6112
資訊服務 ,6183,關貿6183,關貿,關貿 6183,6183
資訊服務 ,6214,精誠6214,精誠,精誠 6214,6214
上市-其他 電子,2312,金寶2359,金寶,金寶 2312,2312
上市-其他 電子,2317,鴻海,#VALUE!,#VALUE!,2317
上市-其他 電子,2354,鴻準,#VALUE!,#VALUE!,2354
上市-其他 電子,2359,所羅門2359,所羅門,所羅門 2359,2359
上市-其他 電子,2360,致茂2360,致茂,致茂 2360,2360
上市-其他 電子,2373,震旦行2373,震旦行,震旦行 2373,2373
上市-其他 電子,2390,云辰2390,云辰,云辰 2390,2390
上市-其他 電子,2404,漢唐2404,漢唐,漢唐 2404,2404
上市-其他 電子,2423,固緯2423,固緯,固緯 2423,2423
上市-其他 電子,2433,互盛電2433,互盛電,互盛電 2433,2433
上市-其他 電子,2461,光群雷2461,光群雷,光群雷 2461,2461
上市-其他 電子,2464,盟立2464,盟立,盟立 2464,2464
上市-其他 電子,2474,可成2474,可成,可成 2474,2474
上市-其他 電子,2477,美隆電2477,美隆電,美隆電 2477,2477
上市-其他 電子,2482,連宇2482,連宇,連宇 2482,2482
上市-其他 電子,2488,漢平2488,漢平,漢平 2488,2488
上市-其他 電子,2495,普安2495,普安,普安 2495,2495
上市-其他 電子,2497,怡利電2497,怡利電,怡利電 2497,2497
上市-其他 電子,3018,同開3018,同開,同開 3018,3018
上市-其他 電子,3030,德律3030,德律,德律 3030,3030
上市-其他 電子,3043,科風3043,科風,科風 3043,3043
上市-其他 電子,3305,昇貿3305,昇貿,昇貿 3305,3305
上市-其他 電子,3450,聯鈞3450,聯鈞,聯鈞 3450,3450
上市-其他 電子,3518,柏騰3518,柏騰,柏騰 3518,3518
上市-其他 電子,3617,碩天3617,碩天,碩天 3617,3617
上市-其他 電子,3665,貿聯-KY3665,貿聯-KY,貿聯-KY 3665,3665
上市-其他 電子,5225,東科-KY5225,東科-KY,東科-KY 5225,5225
上市-其他 電子,6139,亞翔6139,亞翔,亞翔 6139,6139
上市-其他 電子,6192,巨路6192,巨路,巨路 6192,6192
上市-其他 電子,6196,帆宣6196,帆宣,帆宣 6196,6196
上市-其他 電子,6201,亞弘電6201,亞弘電,亞弘電 6201,6201
上市-其他 電子,6215,和椿6215,和椿,和椿 6215,6215
上市-其他 電子,6409,旭隼6409,旭隼,旭隼 6409,6409
上市-其他 電子,8021,尖點8021,尖點,尖點 8021,8021
上市-其他 電子,8201,無敵8201,無敵,無敵 8201,8201
建材營造,1436,華友聯1436,華友聯,華友聯 1436,1436
建材營造,1438,裕豐1438,裕豐,裕豐 1438,1438
建材營造,1442,名軒1442,名軒,名軒 1442,1442
建材營造,1805,寶徠1805,寶徠,寶徠 1805,1805
建材營造,1808,潤隆1808,潤隆,潤隆 1808,1808
建材營造,2501,國建2501,國建,國建 2501,2501
建材營造,2504,國產2504,國產,國產 2504,2504
建材營造,2505,國揚2505,國揚,國揚 2505,2505
建材營造,2506,太設2506,太設,太設 2506,2506
建材營造,2509,全坤建2509,全坤建,全坤建 2509,2509
建材營造,2511,太子2511,太子,太子 2511,2511
建材營造,2515,中工2515,中工,中工 2515,2515
建材營造,2516,新建2516,新建,新建 2516,2516
建材營造,2520,冠德2520,冠德,冠德 2520,2520
建材營造,2524,京城2524,京城,京城 2524,2524
建材營造,2527,宏璟2527,宏璟,宏璟 2527,2527
建材營造,2528,皇普2528,皇普,皇普 2528,2528
建材營造,2530,華建2530,華建,華建 2530,2530
建材營造,2534,宏盛2534,宏盛,宏盛 2534,2534
建材營造,2535,達欣工2535,達欣工,達欣工 2535,2535
建材營造,2536,宏普2536,宏普,宏普 2536,2536
建材營造,2537,聯上發2537,聯上發,聯上發 2537,2537
建材營造,2538,基泰2538,基泰,基泰 2538,2538
建材營造,2539,櫻花建2539,櫻花建,櫻花建 2539,2539
建材營造,2540,愛山林2540,愛山林,愛山林 2540,2540
建材營造,2542,興富發2542,興富發,興富發 2542,2542
建材營造,2543,皇昌2543,皇昌,皇昌 2543,2543
建材營造,2545,皇翔2545,皇翔,皇翔 2545,2545
建材營造,2546,根基2546,根基,根基 2546,2546
建材營造,2547,日勝生2547,日勝生,日勝生 2547,2547
建材營造,2548,華固2548,華固,華固 2548,2548
建材營造,2597,潤弘2597,潤弘,潤弘 2597,2597
建材營造,2841,台開2841,台開,台開 2841,2841
建材營造,2923,鼎固-KY2923,鼎固-KY,鼎固-KY 2923,2923
建材營造,3052,夆典3052,夆典,夆典 3052,3052
建材營造,3056,總太3056,總太,總太 3056,3056
建材營造,3266,昇陽3266,昇陽,昇陽 3266,3266
建材營造,3703,欣陸3703,欣陸,欣陸 3703,3703
建材營造,5515,建國5515,建國,建國 5515,5515
建材營造,5519,隆大5519,隆大,隆大 5519,5519
建材營造,5521,工信5521,工信,工信 5521,5521
建材營造,5522,遠雄5522,遠雄,遠雄 5522,5522
建材營造,5525,順天5525,順天,順天 5525,5525
建材營造,5531,鄉林5531,鄉林,鄉林 5531,5531
建材營造,5533,皇鼎5533,皇鼎,皇鼎 5533,5533
建材營造,5534,長虹5534,長虹,長虹 5534,5534
建材營造,6177,達麗6177,達麗,達麗 6177,6177
建材營造,9906,欣巴巴9906,欣巴巴,欣巴巴 9906,9906
建材營造,9946,三發地產9946,三發地產,三發地產 9946,9946
航運業,2208,台船2208,台船,台船 2208,2208
航運業,2603,長榮2603,長榮,長榮 2603,2603
航運業,2605,新興2605,新興,新興 2605,2605
航運業,2606,裕民2606,裕民,裕民 2606,2606
航運業,2607,榮運2607,榮運,榮運 2607,2607
航運業,2608,大榮2608,大榮,大榮 2608,2608
航運業,2609,陽明2609,陽明,陽明 2609,2609
航運業,2610,華航2610,華航,華航 2610,2610
航運業,2611,志信2611,志信,志信 2611,2611
航運業,2612,中航2612,中航,中航 2612,2612
航運業,2613,中櫃2613,中櫃,中櫃 2613,2613
航運業,2615,萬海2615,萬海,萬海 2615,2615
航運業,2617,台航2617,台航,台航 2617,2617
航運業,2618,長榮航2618,長榮航,長榮航 2618,2618
航運業,2637,慧洋-KY2637,慧洋-KY,慧洋-KY 2637,2637
航運業,2642,宅配通2642,宅配通,宅配通 2642,2642
航運業,5607,遠雄港5607,遠雄港,遠雄港 5607,5607
航運業,5608,四維航5608,四維航,四維航 5608,5608
航運業,6702,興航6702,興航,興航 6702,6702
觀光 ,2701,萬企2701,萬企,萬企 2701,2701
觀光 ,2702,華園2702,華園,華園 2702,2702
觀光 ,2704,國賓2704,國賓,國賓 2704,2704
觀光 ,2705,六福2705,六福,六福 2705,2705
觀光 ,2706,第一店2706,第一店,第一店 2706,2706
觀光 ,2707,晶華2707,晶華,晶華 2707,2707
觀光 ,2712,遠雄來2712,遠雄來,遠雄來 2712,2712
觀光 ,2722,夏都2722,夏都,夏都 2722,2722
觀光 ,2723,美食-KY2723,美食-KY,美食-KY 2723,2723
觀光 ,2727,王品2727,王品,王品 2727,2727
觀光 ,2731,雄獅2731,雄獅,雄獅 2731,2731
觀光 ,5706,鳳凰5706,鳳凰,鳳凰 5706,5706
觀光 ,8940,新天地8940,新天地,新天地 8940,8940
觀光 ,9943,好樂迪9943,好樂迪,好樂迪 9943,9943
金融保險 ,2801,彰銀2801,彰銀,彰銀 2801,2801
金融保險 ,2809,京城銀2809,京城銀,京城銀 2809,2809
金融保險 ,2812,台中銀2812,台中銀,台中銀 2812,2812
金融保險 ,2816,旺旺保2816,旺旺保,旺旺保 2816,2816
金融保險 ,2820,華票2820,華票,華票 2820,2820
金融保險 ,2823,中壽2823,中壽,中壽 2823,2823
金融保險 ,2832,台產2832,台產,台產 2832,2832
金融保險 ,2833,台壽保2833,台壽保,台壽保 2833,2833
金融保險 ,2834,臺企銀2834,臺企銀,臺企銀 2834,2834
金融保險 ,2836,高雄銀2836,高雄銀,高雄銀 2836,2836
金融保險 ,2837,凱基銀2837,凱基銀,凱基銀 2837,2837
金融保險 ,2838,聯邦銀2838,聯邦銀,聯邦銀 2838,2838
金融保險 ,2845,遠東銀2845,遠東銀,遠東銀 2845,2845
金融保險 ,2847,大眾銀2847,大眾銀,大眾銀 2847,2847
金融保險 ,2849,安泰銀2849,安泰銀,安泰銀 2849,2849
金融保險 ,2850,新產2850,新產,新產 2850,2850
金融保險 ,2851,中再保2851,中再保,中再保 2851,2851
金融保險 ,2852,第一保2852,第一保,第一保 2852,2852
金融保險 ,2855,統一證2855,統一證,統一證 2855,2855
金融保險 ,2856,元富證2856,元富證,元富證 2856,2856
金融保險 ,2867,三商壽2867,三商壽,三商壽 2867,2867
金融保險 ,2880,華南金2880,華南金,華南金 2880,2880
金融保險 ,2881,富邦金2881,富邦金,富邦金 2881,2881
金融保險 ,2882,國泰金2882,國泰金,國泰金 2882,2882
金融保險 ,2883,開發金2883,開發金,開發金 2883,2883
金融保險 ,2884,玉山金2884,玉山金,玉山金 2884,2884
金融保險 ,2885,元大金2885,元大金,元大金 2885,2885
金融保險 ,2886,兆豐金2886,兆豐金,兆豐金 2886,2886
金融保險 ,2887,台新金2887,台新金,台新金 2887,2887
金融保險 ,2888,新光金2888,新光金,新光金 2888,2888
金融保險 ,2889,國票金2889,國票金,國票金 2889,2889
金融保險 ,2890,永豐金2890,永豐金,永豐金 2890,2890
金融保險 ,2891,中信金2891,中信金,中信金 2891,2891
金融保險 ,2892,第一金2892,第一金,第一金 2892,2892
金融保險 ,5880,合庫金5880,合庫金,合庫金 5880,5880
金融保險 ,6005,群益證6005,群益證,群益證 6005,6005
貿易百貨,2601,益航2601,益航,益航 2601,2601
貿易百貨,2614,東森2614,東森,東森 2614,2614
貿易百貨,2901,欣欣2901,欣欣,欣欣 2901,2901
貿易百貨,2903,遠百2903,遠百,遠百 2903,2903
貿易百貨,2905,三商2905,三商,三商 2905,2905
貿易百貨,2906,高林2906,高林,高林 2906,2906
貿易百貨,2908,特力2908,特力,特力 2908,2908
貿易百貨,2910,統領2910,統領,統領 2910,2910
貿易百貨,2911,麗嬰房2911,麗嬰房,麗嬰房 2911,2911
貿易百貨,2912,統一超2912,統一超,統一超 2912,2912
貿易百貨,2913,農林2913,農林,農林 2913,2913
貿易百貨,2915,潤泰全2915,潤泰全,潤泰全 2915,2915
貿易百貨,2929,淘帝-KY2929,淘帝-KY,淘帝-KY 2929,2929
貿易百貨,5906,台南-KY5906,台南-KY,台南-KY 5906,5906
貿易百貨,5907,大洋-KY5907,大洋-KY,大洋-KY 5907,5907
貿易百貨,8429,金麗-KY8429,金麗-KY,金麗-KY 8429,8429
油電燃氣 ,2616,山隆2616,山隆,山隆 2616,2616
油電燃氣 ,6505,台塑化6505,台塑化,台塑化 6505,6505
油電燃氣 ,8926,台汽電8926,台汽電,台汽電 8926,8926
油電燃氣 ,9908,大台北9908,大台北,大台北 9908,9908
油電燃氣 ,9918,欣天然9918,欣天然,欣天然 9918,9918
油電燃氣 ,9926,新海9926,新海,新海 9926,9926
油電燃氣 ,9931,欣高9931,欣高,欣高 9931,9931
油電燃氣 ,9937,全國9937,全國,全國 9937,9937
存託憑證  ,9103,美德醫療-DR9103,美德醫療-DR,美德醫療-DR 9103,9103
存託憑證  ,910322,康師傅-DR9105,康師傅-,康師傅- 910322,910322
存託憑證  ,910482,聖馬丁-DR9106,聖馬丁-,聖馬丁- 910482,910482
存託憑證  ,9105,泰金寶-DR9105,泰金寶-DR,泰金寶-DR 9105,9105
存託憑證  ,9106,新焦點-DR9106,新焦點-DR,新焦點-DR 9106,9106
存託憑證  ,910708,恒大健-DR910708,恒大健-DR,恒大健-DR 910708,910708
存託憑證  ,910801,金衛-DR910801,金衛-DR,金衛-DR 910801,910801
存託憑證  ,910861,神州-DR910861,神州-DR,神州-DR 910861,910861
存託憑證  ,9110,越南控-DR9110,越南控-DR,越南控-DR 9110,9110
存託憑證  ,911608,明輝-DR911608,明輝-DR,明輝-DR 911608,911608
存託憑證  ,911611,中泰山-DR911611,中泰山-DR,中泰山-DR 911611,911611
存託憑證  ,911616,杜康-DR911616,杜康-DR,杜康-DR 911616,911616
存託憑證  ,911619,耀傑-DR911619,耀傑-DR,耀傑-DR 911619,911619
存託憑證  ,911622,泰聚亨-DR911622,泰聚亨-DR,泰聚亨-DR 911622,911622
存託憑證  ,911626,MSH-DR911626,MSH-DR,MSH-DR 911626,911626
存託憑證  ,911868,同方友友-DR911868,同方友友-DR,同方友友-DR 911868,911868
存託憑證  ,912000,晨訊科-DR912000,晨訊科-DR,晨訊科-DR 912000,912000
存託憑證  ,912398,友佳-DR912398,友佳-DR,友佳-DR 912398,912398
存託憑證  ,9136,巨騰-DR9136,巨騰-DR,巨騰-DR 9136,9136
存託憑證  ,9157,陽光能源-DR9157,陽光能源-DR,陽光能源-DR 9157,9157
存託憑證  ,9188,精熙-DR9188,精熙-DR,精熙-DR 9188,9188
其他  ,1262,綠悅-KY1262,綠悅-KY,綠悅-KY 1262,1262
其他  ,1435,中福1435,中福,中福 1435,1435
其他  ,1516,川飛1516,川飛,川飛 1516,1516
其他  ,2062,橋椿2062,橋椿,橋椿 2062,2062
其他  ,2348,海悅2348,海悅,海悅 2348,2348
其他  ,2514,龍邦2514,龍邦,龍邦 2514,2514
其他  ,2904,匯僑2904,匯僑,匯僑 2904,2904
其他  ,3040,遠見3040,遠見,遠見 3040,3040
其他  ,4536,拓凱4536,拓凱,拓凱 4536,4536
其他  ,5871,中租-KY5871,中租-KY,中租-KY 5871,5871
其他  ,6184,大豐電6184,大豐電,大豐電 6184,6184
其他  ,6504,南六6504,南六,南六 6504,6504
其他  ,8033,雷虎8033,雷虎,雷虎 8033,8033
其他  ,8404,百和興業-KY8404,百和興業-KY,百和興業-KY 8404,8404
其他  ,8411,福貞-KY8411,福貞-KY,福貞-KY 8411,8411
其他  ,8422,可寧衛8422,可寧衛,可寧衛 8422,8422
其他  ,8427,基勝-KY8427,基勝-KY,基勝-KY 8427,8427
其他  ,9802,鈺齊-KY9802,鈺齊-KY,鈺齊-KY 9802,9802
其他  ,9902,台火9902,台火,台火 9902,9902
其他  ,9904,寶成9904,寶成,寶成 9904,9904
其他  ,9905,大華9905,大華,大華 9905,9905
其他  ,9907,統一實9907,統一實,統一實 9907,9907
其他  ,9910,豐泰9910,豐泰,豐泰 9910,9910
其他  ,9911,櫻花9911,櫻花,櫻花 9911,9911
其他  ,9914,美利達9914,美利達,美利達 9914,9914
其他  ,9917,中保9917,中保,中保 9917,9917
其他  ,9919,康那香9919,康那香,康那香 9919,9919
其他  ,9921,巨大9921,巨大,巨大 9921,9921
其他  ,9924,福興9924,福興,福興 9924,9924
其他  ,9925,新保9925,新保,新保 9925,9925
其他  ,9927,泰銘9927,泰銘,泰銘 9927,9927
其他  ,9928,中視9928,中視,中視 9928,9928
其他  ,9929,秋雨9929,秋雨,秋雨 9929,9929
其他  ,9930,中聯資源9930,中聯資源,中聯資源 9930,9930
其他  ,9933,中鼎9933,中鼎,中鼎 9933,9933
其他  ,9934,成霖9934,成霖,成霖 9934,9934
其他  ,9935,慶豐富9935,慶豐富,慶豐富 9935,9935
其他  ,9938,百和9938,百和,百和 9938,9938
其他  ,9939,宏全9939,宏全,宏全 9939,9939
其他  ,9940,信義9940,信義,信義 9940,9940
其他  ,9941,裕融9941,裕融,裕融 9941,9941
其他  ,9942,茂順9942,茂順,茂順 9942,9942
其他  ,9944,新麗9944,新麗,新麗 9944,9944
其他  ,9945,潤泰新9945,潤泰新,潤泰新 9945,9945
其他  ,9955,佳龍9955,佳龍,佳龍 9955,9955
基金 ,0050,元大台灣500050,元大台灣50,元大台灣50 0050,0050
基金 ,0051,元大中型1000051,元大中型100,元大中型100 0051,0051
基金 ,0052,FB科技0052,FB科技,FB科技 0052,0052
基金 ,0053,元大電子0053,元大電子,元大電子 0053,0053
基金 ,0054,元大台商500054,元大台商50,元大台商50 0054,0054
基金 ,0055,元大MSCI金融0055,元大MSCI金融,元大MSCI金融 0055,0055
基金 ,0056,元大高股息0056,元大高股息,元大高股息 0056,0056
基金 ,0057,FB摩台0057,FB摩台,FB摩台 0057,0057
基金 ,0058,FB發達0058,FB發達,FB發達 0058,0058
基金 ,0059,FB金融0059,FB金融,FB金融 0059,0059
基金 ,0061,元大寶滬深0061,元大寶滬深,元大寶滬深 0061,0061
基金 ,006203,元大MSCI台灣006203,元大MSCI台灣,元大MSCI台灣 006203,006203
基金 ,006204,永豐臺灣加權006204,永豐臺灣加權,永豐臺灣加權 006204,006204
基金 ,006205,FB上証006205,FB上証,FB上証 006205,006205
基金 ,006206,元大上證50006206,元大上證50,元大上證50 006206,006206
基金 ,006207,FH滬深006207,FH滬深,FH滬深 006207,006207
基金 ,006208,FB台50006208,FB台50,FB台50 006208,006208
基金 ,008201,BP上證50008201,BP上證50,BP上證50 008201,008201
基金 ,01001T,土銀富邦R101001T,土銀富邦R1,土銀富邦R1 01001T,01001T
基金 ,01002T,土銀國泰R101002T,土銀國泰R1,土銀國泰R1 01002T,01002T
基金 ,01003T,兆豐新光R101003T,兆豐新光R1,兆豐新光R1 01003T,01003T
基金 ,01004T,土銀富邦R201004T,土銀富邦R2,土銀富邦R2 01004T,01004T
基金 ,01007T,兆豐國泰R201007T,兆豐國泰R2,兆豐國泰R2 01007T,01007T
