type,code,name,找空白建,找空白建,白格,,,,,,,,,
金融保險 ,2892,第一金 2892,4,#VALUE!,#VALUE!,,,,,,,,,
金融保險 ,5880,合庫金 5880,4,#VALUE!,#VALUE!,,,,,,,,,
金融保險 ,6005,群益證 6005,4,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2601,益航 2601,3,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2614,東森 2614,3,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2901,欣欣 2901,3,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2903,遠百 2903,3,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2905,三商 2905,3,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2906,高林 2906,3,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2908,特力 2908,3,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2910,統領 2910,3,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2911,麗嬰房2911 ,8,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2912,統一超 2912,4,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2913,農林 2913,3,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2915,潤泰全 2915,4,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,2929,淘帝-KY 2929,6,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,5906,台南-KY 5906,6,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,5907,大洋-KY 5907,6,#VALUE!,#VALUE!,,,,,,,,,
貿易百貨,8429,金麗-KY 8429,6,#VALUE!,#VALUE!,,,,,,,,,
油電燃氣 ,2616,山隆 2616,3,#VALUE!,#VALUE!,,,,,,,,,
油電燃氣 ,6505,台塑化 6505,4,#VALUE!,#VALUE!,,,,,,,,,
油電燃氣 ,8926,台汽電 8926,4,#VALUE!,#VALUE!,,,,,,,,,
油電燃氣 ,9908,大台北 9908,4,#VALUE!,#VALUE!,,,,,,,,,
油電燃氣 ,9918,欣天然 9918,4,#VALUE!,#VALUE!,,,,,,,,,
油電燃氣 ,9926,新海 9926,3,#VALUE!,#VALUE!,,,,,,,,,
油電燃氣 ,9931,欣高 9931,3,#VALUE!,#VALUE!,,,,,,,,,
油電燃氣 ,9937,全國 9937,3,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,9103,美德醫療-DR 9103,8,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,910322,康師傅-DR 9105,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,910482,聖馬丁-DR 9106,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,9105,泰金寶-DR 9105,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,9106,新焦點-DR 9106,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,910708,恒大健-DR 910708,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,910801,金衛-DR 910801,6,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,910861,神州-DR 910861,6,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,9110,越南控-DR 9110,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,911608,明輝-DR 911608,6,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,911611,中泰山-DR 911611,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,911616,杜康-DR 911616,6,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,911619,耀傑-DR 911619,6,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,911622,泰聚亨-DR 911622,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,911626,MSH-DR 911626,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,911868,同方友友-DR 911868,8,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,912000,晨訊科-DR 912000,7,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,912398,友佳-DR 912398,6,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,9136,巨騰-DR 9136,6,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,9157,陽光能源-DR 9157,8,#VALUE!,#VALUE!,,,,,,,,,
存託憑證  ,9188,精熙-DR 9188,6,#VALUE!,#VALUE!,,,,,,,,,
其他  ,1262,綠悅-KY 1262,6,#VALUE!,#VALUE!,,,,,,,,,
其他  ,1435,中福 1435,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,1516,川飛 1516,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,2062,橋椿 2062,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,2348,海悅 2348,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,2514,龍邦 2514,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,2904,匯僑 2904,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,3040,遠見 3040,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,4536,拓凱 4536,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,5871,中租-KY 5871,6,#VALUE!,#VALUE!,,,,,,,,,
其他  ,6184,大豐電 6184,4,#VALUE!,#VALUE!,,,,,,,,,
其他  ,6504,南六 6504,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,8033,雷虎 8033,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,8404,百和興業-KY 8404 ,8,#VALUE!,#VALUE!,,,,,,,,,
其他  ,8411,福貞-KY 8411,6,#VALUE!,#VALUE!,,,,,,,,,
其他  ,8422,可寧衛 8422,4,#VALUE!,#VALUE!,,,,,,,,,
其他  ,8427,基勝-KY 8427,6,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9802,鈺齊-KY 9802,6,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9902,台火 9902,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9904,寶成 9904,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9905,大華 9905,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9907,統一實 9907,4,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9910,豐泰 9910,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9911,櫻花 9911,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9914,美利達 9914,4,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9917,中保 9917,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9919,康那香 9919,4,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9921,巨大 9921,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9924,福興 9924,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9925,新保 9925,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9927,泰銘 9927,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9928,中視 9928,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9929,秋雨 9929,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9930,中聯資源 9930,5,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9933,中鼎 9933,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9934,成霖 9934,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9935,慶豐富 9935,4,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9938,百和 9938,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9939,宏全 9939,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9940,信義 9940,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9941,裕融 9941,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9942,茂順 9942,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9944,新麗 9944,3,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9945,潤泰新 9945,4,#VALUE!,#VALUE!,,,,,,,,,
其他  ,9955,佳龍 9955,3,#VALUE!,#VALUE!,,,,,,,,,
基金 ,50,元大台灣50 0050,7,#VALUE!,#VALUE!,,,,,,,,,
基金 ,51,元大中型100 0051,8,#VALUE!,#VALUE!,,,,,,,,,
基金 ,52,FB科技 0052,5,#VALUE!,#VALUE!,,,,,,,,,
基金 ,53,元大電子 0053,5,#VALUE!,#VALUE!,,,,,,,,,
基金 ,54,元大台商50 0054,7,#VALUE!,#VALUE!,,,,,,,,,
基金 ,55,元大MSCI金融 0055,9,#VALUE!,#VALUE!,,,,,,,,,
基金 ,56,元大高股息 0056,6,#VALUE!,#VALUE!,,,,,,,,,
基金 ,57,FB摩台 0057,5,#VALUE!,#VALUE!,,,,,,,,,
基金 ,58,FB發達 0058,5,#VALUE!,#VALUE!,,,,,,,,,
基金 ,59,FB金融 0059,5,#VALUE!,#VALUE!,,,,,,,,,
基金 ,61,元大寶滬深 0061,6,#VALUE!,#VALUE!,,,,,,,,,
基金 ,6203,元大MSCI台灣 006203,9,#VALUE!,#VALUE!,,,,,,,,,
基金 ,6204,永豐臺灣加權 006204,7,#VALUE!,#VALUE!,,,,,,,,,
基金 ,6205,FB上証 006205,5,#VALUE!,#VALUE!,,,,,,,,,
基金 ,6206,元大上證50 006206,7,#VALUE!,#VALUE!,,,,,,,,,
基金 ,6207,FH滬深 006207,5,#VALUE!,#VALUE!,,,,,,,,,
基金 ,6208,FB台50 006208,6,#VALUE!,#VALUE!,,,,,,,,,
基金 ,8201,BP上證50 008201,7,#VALUE!,#VALUE!,,,,,,,,,
基金 ,01001T,土銀富邦R1 01001T,7,#VALUE!,#VALUE!,,,,,,,,,
基金 ,01002T,土銀國泰R1 01002T,7,#VALUE!,#VALUE!,,,,,,,,,
基金 ,01003T,兆豐新光R1 01003T,7,#VALUE!,#VALUE!,,,,,,,,,
基金 ,01004T,土銀富邦R2 01004T,7,#VALUE!,#VALUE!,,,,,,,,,
基金 ,01007T,兆豐國泰R2 01007T,7,#VALUE!,#VALUE!,,,,,,,,,
